audio_file|text|speaker_name
wavs/raw_nos_celtia_gl_06881.wav|Percorreu varios talleres máis, perfeccionándose sempre no oficio, ata que ós quince anos empezou a traballar a obra feita.|@X
wavs/raw_nos_celtia_gl_07293.wav|Propóñenlle un contrato na Ópera cómica e rexeitao.|@X
wavs/raw_nos_celtia_gl_15539.wav|O que hoxe se decida será un antes e un despois.|@X
wavs/raw_nos_celtia_gl_12957.wav|E empecei ós nove anos no mar.|@X
wavs/raw_nos_celtia_gl_05295.wav|"Vanche chegando os do Monumento ó Centralismo""."""|@X
wavs/raw_nos_celtia_gl_06188.wav|Os produtores de vacún aseguran que os controis garanten o consumo.|@X
wavs/raw_nos_celtia_gl_09963.wav|¿Cal cres que é a posición dos nenos ante a literatura infantil?|@X
wavs/raw_nos_celtia_gl_13362.wav|Observou unha grande apatía entre os alumnos.|@X
wavs/raw_nos_celtia_gl_04573.wav|¿Non querías que che entregase en man a información que precisabas?|@X
wavs/raw_nos_celtia_gl_08552.wav|Por favor chámenme ao traballo ao número cincocentos oitenta e oito oitocentos oitenta e cinco cincocentos cincuenta e un.|@X
wavs/raw_nos_celtia_gl_05601.wav|Pérez Touriño recordou que, hai dúas lexislaturas, Manuel Fraga anunciara que o deixaba.|@X
wavs/raw_nos_celtia_gl_18232.wav|Na plantación empregan un sistema de rega por goteo.|@X
wavs/raw_nos_celtia_gl_06671.wav|ETA ofrécelles primeiro comparti-la festa.|@X
wavs/raw_nos_celtia_gl_16678.wav|Se cadra volveron os outros por eles.|@X
wavs/raw_nos_celtia_gl_17691.wav|Levaba os pendentes de miña avoa, que eran de galega, os pendentes e mailo aderezo.|@X
wavs/raw_nos_celtia_gl_08548.wav|Por favor chámenme ao traballo ao número seiscentos setenta e oito oitocentos oitenta e nove novecentos vinte e un.|@X
wavs/raw_nos_celtia_gl_09959.wav|¿Que diferenza atopa entre o teatro e os medios audiovisuais?|@X
wavs/raw_nos_celtia_gl_01396.wav|Este último apartado centrará boa parte das xornadas que comezan hoxe.|@X
wavs/raw_nos_celtia_gl_16510.wav|Dígame vostede, señorita, unha burra, unha burra ben ferrada, cantos cravos...|@X
wavs/raw_nos_celtia_gl_17568.wav|É unha cousa que sempre se destaca, que era xente moi unida para todo.|@X
wavs/raw_nos_celtia_gl_16294.wav|Suso, Pepe...|@X
wavs/raw_nos_celtia_gl_19530.wav|Veremos se nos próximos meses se lle pode dar a volta á situación.|@X
wavs/raw_nos_celtia_gl_13872.wav|A convalecencia obrigábao a unha ociosidade insufrible para el.|@X
wavs/raw_nos_celtia_gl_18364.wav|A martuxa ten a vista e o oído moi agudos.|@X
wavs/raw_nos_celtia_gl_00981.wav|A investigación desvelou que o seu proxenitor conectara a saída do escape do coche ó interior.|@X
wavs/raw_nos_celtia_gl_13002.wav|O pedido foi realizado con éxito.|@X
wavs/raw_nos_celtia_gl_12258.wav|E agora dixo que era un referente ou que era... ¿como dixo?|@X
wavs/raw_nos_celtia_gl_18554.wav|Moitas especies pertencentes ás olgas pardas poden ser usadas como fertilizante.|@X
wavs/raw_nos_celtia_gl_07814.wav|Hoxe presentan Mabel Rivera e Rosa Álvarez:|@X
wavs/raw_nos_celtia_gl_08696.wav|O meu número de teléfono é nove cero tres catrocentos corenta e dous douscentos cincuenta e oito.|@X
wavs/raw_nos_celtia_gl_06599.wav|En efecto, a apertura de hoteis de calidade é unha preocupación do concello.|@X
wavs/raw_nos_celtia_gl_17583.wav|Pero ben, aínda que os calzóns dos homes moi ben tampouco non che ían...|@X
wavs/raw_nos_celtia_gl_19223.wav|Hai un coche calcinado, aínda que non se produciron danos persoais.|@X
wavs/raw_nos_celtia_gl_03920.wav|Teño libros publicados e sinto que non teño nada.|@X
wavs/raw_nos_celtia_gl_09643.wav|¿Contará entón cos socialistas da Coruña nas candidaturas autonómicas?|@X
wavs/raw_nos_celtia_gl_04472.wav|Están funcionando a televisión, o ordenador e un radiador.|@X
wavs/raw_nos_celtia_gl_07144.wav|No lugar simbólico das liberdades vascas, Mayor Oreja expresou o compromiso do seu partido coa vixencia do texto autonómico.|@X
wavs/raw_nos_celtia_gl_14578.wav|Falamos da banda sonora de 'Dous homes e un destino', que gañou un Óscar.|@X
wavs/raw_nos_celtia_gl_08720.wav|O meu número de teléfono é setecentos sete setecentos setenta e cinco cincocentos trinta e dous.|@X
wavs/raw_nos_celtia_gl_17149.wav|Rodeouno e interviuno, os víveres e todo, e tivo que renderse.|@X
wavs/raw_nos_celtia_gl_05027.wav|Asemade, a súa xestión local conta xa con referentes en tódalas provincias.|@X
wavs/raw_nos_celtia_gl_00072.wav|Os asistentes á xuntanza da Universidade opóñense de xeito unánime á proposta de devolución.|@X
wavs/raw_nos_celtia_gl_01348.wav|Resulta patética a influencia que determinada fauna televisiva ten atinxido nas vidas e nas mentes do público.|@X
wavs/raw_nos_celtia_gl_08747.wav|Por favor marque o douscentos trinta cero sesenta e seis seiscentos oitenta e dous|@X
wavs/raw_nos_celtia_gl_13988.wav|Mandoulle ao carniceiro que lle dera unhas talladuras á carne.|@X
wavs/raw_nos_celtia_gl_19580.wav|O meu grupo estivo de acordo sempre con esa aplicación do estado de alarma.|@X
wavs/raw_nos_celtia_gl_02969.wav|Sesenta e dous mil soldados estadounidenses agardan a que se solucione o conflito diplomático.|@X
wavs/raw_nos_celtia_gl_10784.wav|Don Cecilio!|@X
wavs/raw_nos_celtia_gl_15208.wav|Non é o momento de introducir peaxes.|@X
wavs/raw_nos_celtia_gl_09320.wav|¿Cales foron os temas abordados no congreso que se celebrou esta fin de semana?|@X
wavs/raw_nos_celtia_gl_16419.wav|Traía o aceite, o xabón, o azucre...|@X
wavs/raw_nos_celtia_gl_10663.wav|Iso era nos Carnavais.|@X
wavs/raw_nos_celtia_gl_02509.wav|O sindicato luso pide as trinta e cinco horas semanais sen redución no soldo.|@X
wavs/raw_nos_celtia_gl_10579.wav|Tiraban con ela.|@X
wavs/raw_nos_celtia_gl_17950.wav|O finado de meu pai non era; cando veu o protestante, foi para alí como foron moitos.|@X
wavs/raw_nos_celtia_gl_16899.wav|Non os abro nin os arranxo, pero téñoos matado.|@X
wavs/raw_nos_celtia_gl_10078.wav|Mónica.|@X
wavs/raw_nos_celtia_gl_16194.wav|A segunda cuestión é que, desde logo, ten que haber un trato xusto nos orzamentos do Estado de 2022.|@X
wavs/raw_nos_celtia_gl_04704.wav|¿Quedaron ou renunciaron á praza de profesor?|@X
wavs/raw_nos_celtia_gl_01333.wav|Convén ser máis diplomático e coidadoso tanto nos acenos como nas palabras.|@X
wavs/raw_nos_celtia_gl_01045.wav|O voceiro nacional da organización explicou que asume un compromiso de rexeneración cos cidadáns.|@X
wavs/raw_nos_celtia_gl_09780.wav|¿Levades a cabo denuncias concretas por infraccións?|@X
wavs/raw_nos_celtia_gl_07511.wav|Mariños preñados de pericia e valor, virtudes das que existen moitos testemuños.|@X
wavs/raw_nos_celtia_gl_05431.wav|En maio falece tamén o músico Tito Puente, chamado o rei do timbal.|@X
wavs/raw_nos_celtia_gl_18984.wav|Sobe un 3 con 2 por cento neste mes de xullo.|@X
wavs/raw_nos_celtia_gl_04870.wav|Eu, o que dixen díxeno, e ó nabo.|@X
wavs/raw_nos_celtia_gl_08607.wav|Por favor marque o catrocentos noventa e oito setecentos corenta e cinco cero trinta e oito.|@X
wavs/raw_nos_celtia_gl_05125.wav|Os nacionalismos que dunha maneira ou doutra existen en Galicia, en Euskadi, en Cataluña, en Escocia...|@X
wavs/raw_nos_celtia_gl_09156.wav|¿Non sería bo ir perfilando xa o nome do sucesor de Manuel Fraga?|@X
wavs/raw_nos_celtia_gl_11636.wav|Se no 78 tiñan esa posición, por que despois non foron consecuentes e non pelexaron para recuperar o pazo?|@X
wavs/raw_nos_celtia_gl_17631.wav|Seica a muller que vivía nesa casa era meiga e podía falar cos mortos.|@X
wavs/raw_nos_celtia_gl_02121.wav|Os prezos dispáranse en todo o Estado e o recanto galego viaxa ás latitudes máis negativas.|@X
wavs/raw_nos_celtia_gl_14649.wav|Uns achados que, pola súa importancia, abren a porta a unha intervención maior no futuro.|@X
wavs/raw_nos_celtia_gl_10961.wav|E fermento, fermento de millo!|@X
wavs/raw_nos_celtia_gl_09363.wav|¿Venden moitos medicamentos sen receita?|@X
wavs/raw_nos_celtia_gl_00043.wav|Non obstante, o facultativo precisou que estas técnicas son tamén complementarias unhas doutras.|@X
wavs/raw_nos_celtia_gl_04690.wav|¿Trabállase pola mañá ou trabállase pola tarde?|@X
